,label,content
5066,pants-fire,Our children do not spend any time in school learning about our own U.S. Constitution.
5067,mostly-true,"Says Hillary Clintons rejection of efforts to make it easier to vote and harder to cheat not only defies logic, but the will of the majority of Americans."
5068,false,"Every time weve cut taxes, revenues have gone up, the economy has grown."
5069,true,Says state Rep. Diana Maldonado of Round Rock uses Craigslist to hire campaign block walkers.
5070,false,Says that President Barack Obama said an attack on Syria was going to be a pinprick.
5071,half-true,"Raising taxes on investment income has actually lowered the revenue received from the tax, while cutting capital gains tax rates has increased revenue."
5072,barely-true,"Common welfare programs give income of $43,330 or $20.83 an hour."
5073,barely-true,Senate Bill 5 makes it harder for nurses to give the patients the quality care they need.
5074,half-true,"Says that Tim Pawlenty eliminated health insurance for 33,000 to 35,000 people when he was governor of Minnesota."
5075,barely-true,A public option for health care would end private insurance because the private insurance people will not be able to compete with a government option.
5076,mostly-true,Says Donald Trump saidas recently as a few weeks ago in Phoenix that every undocumented person would be subject to deportation.
5077,half-true,"Says his deficit plan made some adjustments to (Simpson-Bowles), and were putting it forward before Congress right now, a $4 trillion plan."
5078,barely-true,Says Jeb Bush appointed a guardian for the fetus of a rape survivor.
5079,barely-true,"Thanks to actions by the Milwaukee County Board on the 2013 budget, the amount of county taxes on the average home in the city of Milwaukee would be a $19 decrease."
5080,half-true,"Eighty percent of those who have applied for licenses have no cancer, no Parkinsons disease or glaucoma. They have nothing you would associate [with] the use of medical marijuana."
5081,half-true,"Says Sen. John McCain told dreamers that hell support the Dream Act, then he voted against it."
5082,false,The Pell bridge is a tourism bridge essentially and not a commuter bridge.
5083,mostly-true,Says a portfolio managed by the Texas General Land Office earned 22 percent last year while the states emergency reserve account experienced a 1 percent gain.
5084,false,Says Colorado food stamp recipients can use ATMs to get cash to buy marijuana.
5085,half-true,The State of Wisconsin thinks you should have to wash your hands at least 28 times to make one peanut butter-and-jelly sandwich.
5086,false,"When Social Security, Medicare and Medicaid were created, Republicans stood on the sidelines"
5087,true,"Gun violence is by far the leading cause of death for young African American men, outstripping the next nine causes of death combined."
5088,half-true,"Under Republican economic policies, the typical American family saw their incomes fall by about 6 percent."
5089,barely-true,"Hillary interned with Bob Treuhaft, the head of the California Communist Party."
5090,false,"Across the board, violent crime in jurisdictions that recognize the Right to Carry is lower than in areas that prevent it."
5091,half-true,Using a surcharge on the cigarette tax to help pay for a new downtown sports arena is not feasible under state law.
5092,mostly-true,Says employers are still allowed to pay people with disabilities below the minimum wage.
5093,false,Kendrick Meek was named one of the two most corrupt Democrats in Congress by Citizens for Responsibility and Ethics in Washington.
5094,half-true,"Under Mayor Angel Taveras Providences bond rating was downgraded from A to BBB, two steps above junk-bond status."
5095,mostly-true,"Says using E-Verify is a fair amount of cost, about $20 per person that does not match."
5096,barely-true,There is a growing body of evidence that radiation in excess of what the government says are the minimum amounts you should be exposed to are actually good for you and reduce cases of cancer.
5097,barely-true,Women in the United States are paid about 70 percent of what men earn for the same work.
5098,pants-fire,"Wisconsin has created just under 100,000 jobs since he took office."
5099,mostly-true,"In New Jersey, Gov. Christie vetoed legislation to extend early voting."
5100,false,Were the most highly taxed nation in the world.
5101,mostly-true,"Says federal regulations adopted in 2011 increased the cost of each vehicle for his business by $10,000."
5102,true,"Even if you took literally every single ounce of platinum in the world, it still wouldnt add up to enough needed to pay down our nations debt."
5103,half-true,A new law requires the USDA to approve the harvest and sale of crops from genetically modified seed even if a court has ruled against the crop as being dangerous to public safety or the environment.
5104,false,"Says under Oregon law, girls from 15 years of age and up are given complete control over whether to be sterilized or not."
5105,half-true,"In Afghanistan ""the (military) leadership has proposed a new medal, an award for 'Courageous Restraint' ... for 'NOT FIRING BACK.' """
5106,false,The Justice Departments Fast and Furious gun-walking program started in the Bush administration.
5107,barely-true,Says one of Austin City Council Member Randi Shades biggest contributors is the lobbyist for the Formula 1 racetrack planned outside Austin.
5108,false,"As unbelievable as it sounds, your tax dollars are funding the federal governments Zombie Apocalypse Plan. I kid you not."
5109,false,Rob Portman is the one who actually sucked the jobs out of the (Mahoning) Valley and sent them to China.
5110,pants-fire,Gov. Scott Walker and the Republican-controlled state legislature have added over $140 million in new special interest spending
5111,half-true,"When it comes to what little bit of job creation was happening in Massachusetts (when Mitt Romney was governor), it was happening in the public sector at six times the rate that it was happening in the private sector."
